"EMPLOYEE_ID","AGE","FAMILYSIZE","YEAREXPERIENCE","ANNUALINCOME","EDUCATIONLEVEL_ID","NETPRICE_PRO11_AMT","NETPRICE_PRO12_AMT","NETPRICE_PRO13_AMT","NETPRICE_PRO14_AMT","NETPRICE_PRO15_AMT","NETPRICE_PRO16_AMT","NETPRICE_PRO17_AMT"
1515,35,2,9,38,3,0.0,0.0,0.0,20.0,1.0,1.0,0.0
1516,31,3,7,49,2,196.0,0.0,0.0,7.0,1.0,0.0,0.0
1517,33,1,8,38,1,0.0,0.0,0.0,10.0,0.0,1.0,0.0
1518,47,4,21,91,3,0.0,0.0,0.0,26.0,0.0,0.0,0.0
1519,39,4,13,29,1,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1520,38,2,14,172,1,0.0,0.0,0.0,65.0,0.0,0.0,0.0
1521,33,2,9,104,1,0.0,0.0,0.0,37.0,1.0,0.0,1.0
1522,36,1,10,58,1,0.0,0.0,0.0,25.0,1.0,1.0,0.0
1523,31,2,6,171,2,0.0,0.0,0.0,19.0,0.0,0.0,1.0
1524,31,3,5,73,1,0.0,0.0,1.0,33.0,1.0,1.0,1.0
1525,59,1,33,191,1,0.0,0.0,0.0,29.0,0.0,0.0,0.0
1526,58,2,28,90,3,0.0,0.0,0.0,45.0,0.0,1.0,0.0
1527,35,3,10,55,1,0.0,1.0,1.0,23.0,1.0,1.0,0.0
1528,32,1,5,28,2,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1529,40,1,15,42,3,0.0,0.0,0.0,25.0,0.0,1.0,0.0
1530,58,1,34,9,2,91.0,1.0,0.0,1.0,0.0,1.0,0.0
1531,48,1,22,65,2,0.0,1.0,0.0,15.0,0.0,1.0,0.0
1532,52,4,27,134,3,0.0,1.0,1.0,45.0,0.0,1.0,1.0
1533,31,4,7,83,1,0.0,1.0,0.0,34.0,0.0,1.0,0.0
1534,56,3,29,38,2,0.0,0.0,0.0,10.0,0.0,1.0,0.0
1535,33,4,7,13,1,0.0,0.0,0.0,3.0,1.0,1.0,0.0
1536,33,3,8,143,3,0.0,0.0,0.0,29.0,0.0,1.0,1.0
1537,45,4,21,75,1,0.0,0.0,0.0,19.0,0.0,0.0,0.0
1538,34,1,8,120,3,0.0,0.0,0.0,32.0,0.0,1.0,1.0
1539,50,1,25,91,2,0.0,0.0,0.0,28.0,0.0,0.0,0.0
1540,33,2,7,99,3,0.0,0.0,0.0,15.0,1.0,0.0,0.0
1541,32,1,8,71,1,78.0,1.0,0.0,1.0,0.0,0.0,0.0
1542,38,1,14,111,2,0.0,0.0,0.0,8.0,0.0,0.0,0.0
1543,42,1,16,108,1,0.0,0.0,0.0,52.0,0.0,0.0,0.0
1544,57,1,33,158,1,0.0,0.0,0.0,74.0,0.0,0.0,0.0
1545,56,3,32,81,1,0.0,0.0,0.0,26.7,0.0,1.0,0.0
1546,50,2,24,12,3,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1547,64,2,38,21,1,0.0,0.0,0.0,4.0,0.0,1.0,0.0
1548,56,4,31,55,1,215.0,0.0,0.0,9.0,1.0,1.0,0.0
1549,60,1,36,42,3,0.0,0.0,0.0,18.0,0.0,1.0,0.0
1550,42,2,17,81,1,0.0,0.0,0.0,4.0,1.0,0.0,0.0
1551,50,4,26,13,1,87.0,0.0,0.0,2.0,0.0,0.0,0.0
1552,49,1,24,132,1,157.0,0.0,0.0,6.0,0.0,0.0,0.0
1553,42,1,17,99,3,0.0,0.0,0.0,10.0,0.0,1.0,0.0
1554,51,4,27,23,1,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1555,29,1,2,40,2,0.0,1.0,0.0,20.0,0.0,1.0,0.0
1556,37,3,12,181,1,0.0,0.0,0.0,14.0,0.0,0.0,1.0
1557,39,2,15,112,1,394.0,0.0,0.0,22.0,0.0,0.0,0.0
1558,35,2,10,138,1,227.0,0.0,0.0,78.0,0.0,1.0,0.0
1559,42,3,18,94,2,327.0,1.0,1.0,38.0,0.0,1.0,1.0
1560,44,1,20,113,1,0.0,0.0,0.0,17.0,0.0,0.0,0.0
1561,31,4,6,112,2,0.0,0.0,0.0,50.0,1.0,0.0,1.0
1562,38,2,13,190,1,475.0,0.0,0.0,30.0,0.0,1.0,0.0
1563,63,1,38,38,3,0.0,0.0,0.0,11.0,0.0,1.0,0.0
1564,41,1,17,32,3,158.0,0.0,0.0,14.0,0.0,1.0,0.0
1565,36,3,11,104,2,0.0,0.0,0.0,6.0,1.0,0.0,0.0
1566,65,1,41,43,2,0.0,0.0,0.0,19.0,0.0,1.0,0.0
1567,50,3,25,45,2,0.0,1.0,0.0,17.0,0.0,1.0,0.0
1568,25,2,1,35,2,0.0,0.0,0.0,17.0,0.0,0.0,0.0
1569,37,4,11,42,2,0.0,0.0,0.0,12.0,1.0,1.0,0.0
1570,30,1,5,58,2,0.0,0.0,0.0,8.0,1.0,1.0,0.0
1571,30,4,4,103,1,0.0,0.0,0.0,34.0,0.0,1.0,1.0
1572,29,1,4,71,2,149.0,1.0,1.0,33.0,0.0,1.0,1.0
1573,34,1,8,14,2,98.0,0.0,0.0,4.0,0.0,1.0,0.0
1574,37,3,12,98,3,0.0,1.0,0.0,12.0,1.0,0.0,0.0
1575,43,1,18,90,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1576,26,4,1,65,1,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1577,29,4,3,19,1,0.0,0.0,0.0,4.0,1.0,1.0,0.0
1578,51,3,26,35,2,0.0,0.0,0.0,17.0,1.0,1.0,0.0
1579,35,4,10,71,1,0.0,0.0,0.0,13.0,0.0,1.0,0.0
1580,44,3,20,31,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1581,63,4,39,43,2,0.0,0.0,0.0,12.0,0.0,1.0,0.0
1582,62,1,37,24,2,87.0,1.0,0.0,15.0,0.0,0.0,0.0
1583,46,2,20,58,3,0.0,1.0,0.0,4.0,1.0,0.0,0.0
1584,43,2,18,115,1,0.0,0.0,0.0,4.0,0.0,1.0,0.0
1585,40,2,16,168,1,152.0,1.0,0.0,80.0,0.0,0.0,0.0
1586,30,1,6,128,1,0.0,0.0,0.0,15.0,1.0,1.0,0.0
1587,46,1,21,138,1,0.0,0.0,0.0,70.0,1.0,0.0,0.0
1588,59,3,33,81,2,0.0,0.0,0.0,17.0,1.0,1.0,0.0
1589,30,4,4,41,3,0.0,0.0,0.0,13.0,0.0,1.0,0.0
1590,33,2,8,123,2,0.0,0.0,0.0,29.0,0.0,1.0,1.0
1591,38,2,14,71,1,94.0,0.0,0.0,27.0,0.0,1.0,0.0
1592,49,1,24,8,3,0.0,0.0,0.0,4.0,1.0,0.0,0.0
1593,41,2,15,42,1,101.0,0.0,0.0,7.0,0.0,1.0,0.0
1594,30,2,5,62,1,184.0,0.0,0.0,25.0,0.0,1.0,0.0
1595,37,4,13,22,1,91.0,1.0,0.0,10.0,0.0,1.0,0.0
1596,36,4,9,38,2,0.0,0.0,0.0,10.0,0.0,1.0,0.0
1597,36,4,12,24,2,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1598,63,3,38,50,1,0.0,0.0,0.0,24.0,0.0,1.0,0.0
1599,27,4,2,190,2,197.0,0.0,0.0,13.0,0.0,1.0,1.0
1600,33,2,8,94,1,0.0,0.0,0.0,31.0,0.0,1.0,0.0
1601,64,4,38,165,3,0.0,0.0,0.0,51.0,0.0,0.0,1.0
1602,39,4,13,43,2,0.0,0.0,0.0,12.0,1.0,0.0,0.0
1603,51,1,27,48,2,0.0,0.0,0.0,16.0,1.0,0.0,0.0
1604,47,3,22,52,2,228.0,0.0,0.0,27.0,1.0,0.0,0.0
1605,51,4,25,84,1,0.0,0.0,0.0,49.0,0.0,1.0,0.0
1606,62,1,37,131,1,0.0,0.0,0.0,9.0,0.0,1.0,0.0
1607,35,4,9,44,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1608,28,4,3,78,1,87.0,0.0,0.0,2.0,0.0,0.0,0.0
1609,62,4,37,15,2,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1610,46,4,21,38,3,144.0,0.0,0.0,19.0,1.0,1.0,0.0
1611,51,1,26,84,3,0.0,1.0,0.0,13.0,0.0,1.0,0.0
1612,45,1,21,122,1,0.0,0.0,0.0,3.0,0.0,1.0,0.0
1613,63,2,37,98,1,0.0,0.0,0.0,28.0,0.0,0.0,0.0
1614,46,3,19,80,2,0.0,0.0,0.0,26.7,0.0,0.0,0.0
1615,42,2,18,165,1,0.0,0.0,0.0,80.0,0.0,1.0,0.0
1616,31,2,6,121,1,0.0,0.0,0.0,33.0,1.0,0.0,0.0
1617,62,3,38,20,2,94.0,0.0,0.0,4.0,0.0,0.0,0.0
1618,46,1,20,11,1,91.0,0.0,0.0,2.0,0.0,0.0,0.0
1619,60,1,36,45,3,0.0,0.0,0.0,18.0,0.0,1.0,0.0
1620,31,2,7,118,2,0.0,0.0,0.0,28.0,0.0,0.0,1.0
1621,61,2,37,14,1,109.0,0.0,0.0,3.0,1.0,1.0,0.0
1622,40,3,14,30,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1623,57,1,31,45,1,98.0,0.0,0.0,2.0,0.0,0.0,0.0
1624,57,3,33,80,1,0.0,0.0,0.0,26.7,0.0,1.0,0.0
1625,28,4,2,25,2,0.0,0.0,0.0,3.0,1.0,1.0,0.0
1626,67,1,42,144,1,0.0,1.0,1.0,25.0,1.0,1.0,0.0
1627,44,4,20,84,3,297.0,0.0,0.0,2.0,0.0,1.0,0.0
1628,54,2,30,22,1,0.0,0.0,0.0,4.0,0.0,1.0,0.0
1629,45,3,19,33,1,0.0,0.0,0.0,15.0,1.0,1.0,0.0
1630,55,4,29,60,3,0.0,0.0,0.0,26.0,0.0,0.0,0.0
1631,32,4,7,81,2,116.0,0.0,0.0,22.0,0.0,1.0,0.0
1632,39,1,14,169,3,0.0,0.0,1.0,68.0,1.0,1.0,1.0
1633,29,2,3,63,3,0.0,0.0,0.0,16.0,0.0,1.0,0.0
1634,52,2,27,12,3,109.0,0.0,0.0,7.0,1.0,1.0,0.0
1635,53,4,28,15,1,101.0,0.0,0.0,8.0,0.0,0.0,0.0
1636,65,1,39,39,3,0.0,1.0,1.0,5.0,1.0,1.0,0.0
1637,30,4,5,44,2,0.0,0.0,0.0,20.0,0.0,1.0,0.0
1638,35,1,11,110,1,0.0,0.0,0.0,40.0,0.0,1.0,0.0
1639,34,3,9,130,2,99.0,0.0,0.0,63.0,1.0,0.0,1.0
1640,47,1,22,41,3,128.0,0.0,0.0,14.0,0.0,1.0,0.0
1641,49,1,23,59,3,241.0,0.0,0.0,14.0,0.0,1.0,0.0
1642,53,2,29,39,1,0.0,0.0,0.0,8.0,0.0,1.0,0.0
1643,45,4,20,35,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1644,52,1,28,80,2,0.0,0.0,0.0,26.0,1.0,1.0,0.0
1645,48,1,21,81,2,0.0,0.0,0.0,26.7,0.0,1.0,0.0
1646,40,2,14,31,3,0.0,0.0,0.0,8.0,0.0,0.0,0.0
1647,43,4,18,93,3,0.0,0.0,0.0,19.0,0.0,0.0,0.0
1648,58,4,34,45,1,204.0,0.0,0.0,15.0,0.0,1.0,0.0
1649,37,2,13,40,3,0.0,0.0,0.0,6.0,1.0,1.0,0.0
1650,28,2,2,80,3,185.0,0.0,0.0,16.0,1.0,1.0,0.0
1651,32,1,8,20,3,0.0,0.0,0.0,4.0,0.0,1.0,0.0
1652,64,1,38,41,3,0.0,0.0,0.0,5.0,1.0,0.0,0.0
1653,35,1,9,31,1,104.0,0.0,0.0,3.0,1.0,1.0,0.0
1654,53,4,28,35,2,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1655,58,3,32,40,3,137.0,0.0,0.0,14.0,1.0,1.0,0.0
1656,64,1,40,84,3,0.0,0.0,0.0,18.0,0.0,0.0,0.0
1657,27,2,2,53,3,0.0,0.0,0.0,16.0,0.0,1.0,0.0
1658,36,4,6,85,3,0.0,0.0,0.0,40.0,0.0,1.0,0.0
1659,59,2,34,138,1,0.0,0.0,0.0,39.0,0.0,1.0,0.0
1660,33,2,3,71,3,108.0,0.0,0.0,17.5,0.0,0.0,0.0
1661,65,1,40,113,3,0.0,0.0,0.0,8.0,1.0,0.0,0.0
1662,51,2,24,23,2,0.0,1.0,0.0,10.0,0.0,0.0,0.0
1663,35,3,10,62,1,0.0,0.0,0.0,23.0,0.0,0.0,0.0
1664,37,4,12,14,3,100.0,0.0,0.0,2.0,1.0,1.0,0.0
1665,44,2,19,60,3,0.0,0.0,0.0,22.0,1.0,0.0,0.0
1666,29,3,5,94,1,236.0,0.0,0.0,8.0,0.0,1.0,0.0
1667,65,3,40,83,2,0.0,0.0,0.0,18.0,0.0,1.0,0.0
1668,61,3,36,130,3,437.0,0.0,1.0,63.0,1.0,1.0,1.0
1669,63,4,38,61,1,0.0,0.0,0.0,17.0,0.0,0.0,0.0
1670,28,2,3,92,1,178.0,0.0,0.0,31.0,0.0,1.0,0.0
1671,43,2,17,20,3,117.0,0.0,0.0,8.0,1.0,1.0,0.0
1672,46,2,21,194,1,428.0,0.0,0.0,88.0,0.0,0.0,0.0
1673,37,1,11,74,1,0.0,0.0,0.0,25.0,1.0,0.0,0.0
1674,49,2,23,84,3,145.0,0.0,0.0,4.0,0.0,0.0,0.0
1675,66,3,41,98,2,333.0,0.0,0.0,18.0,0.0,0.0,0.0
1676,40,3,16,52,1,0.0,0.0,0.0,23.3,0.0,1.0,0.0
1677,52,1,27,55,2,236.0,0.0,0.0,13.0,1.0,0.0,0.0
1678,31,4,7,64,1,117.0,0.0,0.0,34.0,0.0,0.0,0.0
1679,66,1,41,128,1,162.0,0.0,0.0,25.0,0.0,1.0,0.0
1680,39,4,14,113,2,0.0,0.0,0.0,17.0,1.0,0.0,1.0
1681,30,3,4,50,2,0.0,0.0,0.0,11.0,1.0,0.0,0.0
1682,43,4,19,54,2,0.0,0.0,0.0,22.0,0.0,0.0,0.0
1683,64,1,39,129,1,366.0,0.0,0.0,9.0,0.0,1.0,0.0
1684,47,4,22,82,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1685,63,4,39,100,2,0.0,0.0,0.0,17.0,0.0,1.0,0.0
1686,59,4,35,44,1,0.0,1.0,0.0,22.0,0.0,0.0,0.0
1687,57,4,31,164,2,234.0,0.0,1.0,5.0,1.0,1.0,1.0
1688,57,2,32,81,1,121.0,0.0,0.0,37.0,1.0,1.0,0.0
1689,35,1,11,71,1,257.0,0.0,0.0,1.0,1.0,1.0,0.0
1690,43,1,18,28,3,90.0,0.0,0.0,5.0,0.0,0.0,0.0
1691,31,3,7,80,1,219.0,0.0,0.0,15.0,0.0,1.0,0.0
1692,62,4,36,90,2,0.0,0.0,0.0,19.0,0.0,1.0,0.0
1693,39,1,15,74,2,0.0,0.0,0.0,36.0,1.0,1.0,0.0
1694,51,2,26,14,3,0.0,1.0,0.0,7.0,0.0,1.0,0.0
1695,62,2,37,23,2,103.0,0.0,0.0,5.0,0.0,1.0,0.0
1696,42,1,18,153,1,337.0,0.0,0.0,17.0,1.0,0.0,0.0
1697,43,3,17,38,3,0.0,0.0,0.0,9.0,0.0,0.0,0.0
1698,30,2,6,112,2,382.0,1.0,0.0,20.0,0.0,0.0,0.0
1699,52,1,27,145,1,397.0,0.0,0.0,81.0,1.0,0.0,0.0
1700,33,2,7,28,2,88.0,0.0,0.0,3.0,0.0,1.0,0.0
1701,35,4,10,31,3,0.0,0.0,0.0,11.0,1.0,1.0,0.0
1702,27,1,3,195,1,0.0,0.0,0.0,63.3,1.0,1.0,0.0
1703,55,3,25,50,3,0.0,0.0,0.0,20.0,1.0,1.0,0.0
1704,39,4,15,71,3,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1705,63,3,37,21,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1706,38,2,12,35,3,125.0,0.0,0.0,8.0,0.0,0.0,0.0
1707,47,1,22,42,1,0.0,0.0,0.0,24.0,1.0,1.0,0.0
1708,53,4,28,78,3,141.0,0.0,0.0,36.0,0.0,1.0,0.0
1709,33,4,7,73,2,0.0,0.0,0.0,22.0,0.0,0.0,0.0
1710,50,2,26,53,3,181.0,0.0,0.0,10.0,0.0,0.0,0.0
1711,29,2,4,51,3,123.0,0.0,0.0,16.0,0.0,0.0,0.0
1712,56,2,31,40,3,0.0,0.0,0.0,23.0,0.0,1.0,0.0
1713,53,1,27,178,1,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1714,33,2,7,35,1,0.0,0.0,0.0,3.0,1.0,0.0,0.0
1715,32,1,8,192,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1716,28,1,4,123,1,0.0,0.0,0.0,54.0,0.0,0.0,0.0
1717,33,2,6,48,2,0.0,1.0,1.0,16.7,1.0,1.0,0.0
1718,53,3,27,45,2,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1719,53,1,29,15,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1720,51,1,25,79,1,120.0,0.0,0.0,3.0,0.0,1.0,0.0
1721,33,4,6,63,2,0.0,1.0,0.0,20.0,0.0,1.0,0.0
1722,62,2,36,30,3,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1723,61,4,37,145,1,380.0,0.0,0.0,69.0,1.0,0.0,1.0
1724,29,3,5,32,2,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1725,35,2,10,64,1,224.0,0.0,0.0,1.0,1.0,1.0,0.0
1726,32,1,8,84,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1727,32,1,6,21,2,0.0,0.0,0.0,4.0,0.0,1.0,0.0
1728,63,4,39,99,2,0.0,0.0,0.0,17.0,0.0,1.0,0.0
1729,48,2,23,35,1,0.0,0.0,0.0,13.0,0.0,1.0,0.0
1730,51,1,25,180,1,0.0,0.0,0.0,17.0,1.0,1.0,0.0
1731,37,1,13,42,1,0.0,0.0,0.0,13.3,0.0,1.0,0.0
1732,27,4,1,179,2,0.0,0.0,0.0,21.0,0.0,0.0,1.0
1733,52,4,28,42,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1734,53,2,26,180,2,297.0,0.0,0.0,90.0,0.0,1.0,1.0
1735,36,4,12,82,1,0.0,0.0,0.0,34.0,0.0,0.0,0.0
1736,43,2,17,55,1,149.0,0.0,0.0,7.0,0.0,0.0,0.0
1737,37,2,13,79,1,0.0,0.0,0.0,22.0,0.0,1.0,0.0
1738,42,2,18,48,3,215.0,0.0,0.0,6.0,1.0,0.0,0.0
1739,50,1,26,93,1,0.0,1.0,0.0,27.0,0.0,1.0,0.0
1740,58,2,33,23,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1741,45,3,21,50,1,200.0,0.0,0.0,23.3,0.0,0.0,0.0
1742,61,2,35,85,1,0.0,0.0,0.0,20.0,0.0,1.0,0.0
1743,39,1,15,35,2,97.0,0.0,0.0,15.0,0.0,1.0,0.0
1744,27,3,3,171,2,0.0,0.0,0.0,60.0,0.0,1.0,1.0
1745,30,4,3,29,2,0.0,0.0,0.0,15.0,1.0,0.0,0.0
1746,60,1,36,84,3,0.0,0.0,0.0,18.0,1.0,1.0,0.0
1747,52,4,28,20,2,0.0,0.0,0.0,5.0,0.0,1.0,0.0
1748,51,1,26,14,3,0.0,0.0,0.0,4.0,1.0,1.0,0.0
1749,36,1,11,179,1,357.0,0.0,0.0,86.0,0.0,0.0,0.0
1750,62,1,38,48,1,158.0,0.0,0.0,8.0,0.0,1.0,0.0
1751,43,1,17,74,1,0.0,0.0,0.0,28.0,0.0,1.0,0.0
1752,56,1,30,53,1,0.0,0.0,0.0,14.0,0.0,0.0,0.0
1753,51,1,26,83,2,0.0,0.0,0.0,28.0,1.0,1.0,0.0
1754,65,2,41,171,1,433.0,0.0,0.0,21.0,0.0,0.0,0.0
1755,55,4,29,85,1,0.0,0.0,0.0,49.0,0.0,1.0,0.0
1756,51,4,27,38,2,0.0,0.0,0.0,9.0,0.0,1.0,0.0
1757,32,3,6,85,1,157.0,0.0,0.0,16.0,1.0,1.0,0.0
1758,33,1,9,79,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1759,45,4,20,69,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1760,61,3,36,43,3,0.0,0.0,0.0,9.0,1.0,1.0,0.0
1761,61,2,35,33,1,101.0,0.0,0.0,3.0,0.0,1.0,0.0
1762,63,3,39,42,3,149.0,0.0,0.0,1.0,1.0,0.0,0.0
1763,47,4,22,40,3,122.0,0.0,0.0,19.0,0.0,1.0,0.0
1764,58,1,34,43,3,0.0,0.0,0.0,18.0,0.0,0.0,0.0
1765,31,4,6,20,3,117.0,0.0,0.0,5.0,0.0,0.0,0.0
1766,59,3,33,65,1,222.0,0.0,0.0,25.0,0.0,1.0,0.0
1767,40,3,14,139,1,483.0,0.0,0.0,34.0,0.0,1.0,1.0
1768,61,3,36,135,3,0.0,0.0,0.0,3.0,0.0,1.0,1.0
1769,60,3,35,84,3,0.0,0.0,0.0,16.0,0.0,1.0,0.0
1770,51,1,27,179,3,0.0,0.0,0.0,29.0,1.0,0.0,1.0
1771,64,4,40,45,2,86.0,0.0,0.0,13.0,0.0,0.0,0.0
1772,28,2,4,109,1,0.0,0.0,0.0,25.0,0.0,1.0,0.0
1773,55,4,30,34,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1774,63,1,38,162,1,0.0,0.0,0.0,13.0,0.0,1.0,0.0
1775,61,2,35,105,1,0.0,0.0,0.0,14.0,0.0,1.0,0.0
1776,39,3,13,22,2,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1777,35,2,9,82,1,178.0,0.0,0.0,18.0,1.0,1.0,0.0
1778,66,4,42,105,2,230.0,1.0,0.0,17.0,0.0,1.0,0.0
1779,56,1,32,62,3,0.0,0.0,0.0,18.0,0.0,1.0,0.0
1780,58,2,32,82,1,83.0,0.0,0.0,20.0,1.0,0.0,0.0
1781,28,4,4,72,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782,36,4,11,38,1,0.0,0.0,0.0,17.0,1.0,1.0,0.0
1783,53,4,29,25,1,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1784,46,1,16,20,3,0.0,0.0,0.0,7.5,0.0,1.0,0.0
1785,30,4,4,80,2,0.0,0.0,0.0,18.0,1.0,1.0,0.0
1786,45,3,19,84,1,0.0,0.0,0.0,11.0,0.0,0.0,0.0
1787,48,1,24,33,1,0.0,0.0,0.0,10.0,1.0,1.0,0.0
1788,63,3,38,55,3,0.0,0.0,0.0,9.0,0.0,1.0,0.0
1789,53,2,28,33,2,0.0,0.0,0.0,7.0,1.0,0.0,0.0
1790,48,4,24,190,3,305.0,0.0,0.0,3.0,0.0,0.0,1.0
1791,43,1,19,43,3,158.0,0.0,0.0,3.0,0.0,0.0,0.0
1792,66,3,42,45,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1793,43,1,19,141,1,0.0,0.0,0.0,35.0,0.0,0.0,0.0
1794,41,4,17,69,1,0.0,0.0,0.0,24.0,0.0,1.0,0.0
1795,33,4,9,78,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1796,41,1,16,84,3,0.0,0.0,0.0,37.0,0.0,1.0,0.0
1797,56,1,30,172,2,0.0,0.0,0.0,52.0,0.0,0.0,1.0
1798,33,4,7,51,1,154.0,1.0,0.0,2.0,1.0,0.0,0.0
1799,59,1,29,75,3,0.0,0.0,0.0,14.0,0.0,1.0,0.0
1800,47,1,23,183,2,0.0,0.0,1.0,31.0,1.0,1.0,1.0
1801,54,4,24,20,3,0.0,0.0,0.0,4.0,1.0,1.0,0.0
1802,64,2,40,101,3,294.0,0.0,0.0,39.0,0.0,1.0,1.0
1803,41,1,15,129,3,0.0,0.0,0.0,59.0,0.0,1.0,1.0
1804,42,2,18,63,1,0.0,0.0,0.0,32.0,0.0,0.0,0.0
1805,61,4,36,44,1,0.0,0.0,0.0,21.0,0.0,0.0,0.0
1806,66,1,40,184,3,176.0,0.0,1.0,54.0,1.0,1.0,1.0
1807,60,2,34,100,1,127.0,0.0,0.0,20.0,0.0,0.0,0.0
1808,49,3,25,12,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1809,60,2,34,68,3,128.0,1.0,0.0,23.0,0.0,1.0,0.0
1810,34,1,9,48,1,212.0,0.0,0.0,10.0,0.0,1.0,0.0
1811,41,2,16,82,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1812,43,2,19,52,1,0.0,0.0,0.0,25.0,0.0,0.0,0.0
1813,66,2,42,154,2,0.0,1.0,1.0,46.0,1.0,1.0,1.0
1814,31,1,5,39,1,0.0,0.0,0.0,15.0,1.0,0.0,0.0
1815,31,1,5,40,1,0.0,0.0,1.0,3.0,1.0,1.0,0.0
1816,43,4,18,54,3,164.0,0.0,0.0,19.0,0.0,0.0,0.0
1817,33,2,9,32,2,103.0,0.0,1.0,10.0,1.0,1.0,0.0
1818,56,2,31,64,3,0.0,0.0,0.0,23.0,0.0,0.0,0.0
1819,30,2,4,92,1,287.0,0.0,0.0,13.0,0.0,1.0,0.0
1820,65,1,39,40,3,94.0,0.0,0.0,25.0,1.0,1.0,0.0
1821,38,3,12,60,3,0.0,0.0,0.0,5.0,0.0,1.0,0.0
1822,32,2,6,85,1,119.0,0.0,0.0,13.0,1.0,1.0,0.0
1823,26,4,1,21,1,90.0,0.0,0.0,4.0,0.0,1.0,0.0
1824,32,1,6,35,3,171.0,0.0,0.0,6.0,0.0,0.0,0.0
1825,33,2,8,52,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1826,59,1,35,128,1,0.0,0.0,0.0,74.0,0.0,0.0,0.0
1827,27,1,3,195,1,0.0,0.0,0.0,63.3,0.0,0.0,0.0
1828,52,2,26,68,2,117.0,0.0,0.0,15.0,1.0,0.0,0.0
1829,66,2,42,55,1,0.0,0.0,0.0,11.0,0.0,0.0,0.0
1830,44,1,18,55,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1831,47,4,22,80,1,0.0,0.0,0.0,4.0,1.0,1.0,0.0
1832,29,1,4,123,1,146.0,0.0,0.0,8.0,0.0,0.0,0.0
1833,64,4,38,90,2,106.0,1.0,0.0,19.0,0.0,1.0,0.0
1834,60,1,30,61,3,0.0,0.0,0.0,14.0,0.0,0.0,0.0
1835,43,3,16,41,2,0.0,0.0,0.0,25.0,0.0,1.0,0.0
1836,59,2,34,43,3,0.0,0.0,0.0,16.0,0.0,1.0,0.0
1837,40,3,14,71,1,162.0,1.0,0.0,1.0,0.0,1.0,0.0
1838,37,4,13,25,1,0.0,0.0,0.0,10.0,0.0,1.0,0.0
1839,61,1,34,154,2,0.0,1.0,1.0,30.0,0.0,1.0,1.0
1840,48,1,22,141,1,0.0,0.0,0.0,24.0,0.0,0.0,0.0
1841,30,2,5,22,3,110.0,0.0,0.0,9.0,0.0,0.0,0.0
1842,53,2,29,145,1,0.0,0.0,0.0,68.0,0.0,1.0,0.0
1843,42,3,17,49,3,0.0,0.0,0.0,5.0,0.0,1.0,0.0
1844,64,1,38,109,1,0.0,0.0,0.0,20.0,0.0,1.0,0.0
1845,60,3,35,80,1,0.0,0.0,0.0,5.0,1.0,1.0,0.0
1846,45,4,21,82,2,201.0,0.0,0.0,14.0,1.0,1.0,0.0
1847,55,4,29,52,1,0.0,0.0,0.0,25.0,0.0,1.0,0.0
1848,30,3,6,85,1,0.0,0.0,0.0,25.0,1.0,1.0,0.0
1849,52,1,26,148,1,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1850,64,2,40,160,1,0.0,0.0,0.0,21.0,1.0,0.0,0.0
1851,37,4,12,39,1,0.0,0.0,0.0,17.0,0.0,1.0,0.0
